id,resp_a_reward,resp_b_reward,winner
35088788,0.53125,0.92578125,2
35188934,-0.72265625,-0.8359375,0
35201644,1.984375,0.404296875,0
35235817,-0.75,-0.82421875,0
35282086,-0.84375,-0.79296875,2
35303250,-0.90234375,-0.92578125,2
35322214,1.2109375,-1.21875,0
35375799,0.62109375,-0.54296875,0
35471736,1.609375,1.625,0
35492332,-0.79296875,-0.79296875,2
35654393,-0.283203125,-0.765625,0
35662089,-1.4609375,0.357421875,1
36062822,-0.333984375,-0.291015625,2
36171158,-0.5703125,-0.5625,2
36222911,1.109375,0.2255859375,0
36278274,1.5234375,-1.546875,0
36351965,0.69921875,1.8828125,1
36358064,1.8984375,-1.0703125,0
36530527,-0.72265625,-0.279296875,2
36545767,1.359375,1.40625,2
36797344,0.98046875,-1.828125,0
36963252,-0.275390625,-0.1044921875,1
37043878,-0.671875,-0.65625,2
37058073,-0.8671875,-1.296875,0
37079639,1.5546875,0.1083984375,0
37132737,-0.2275390625,1.4921875,1
37203239,1.1484375,0.09130859375,0
37206390,-0.79296875,-0.80859375,0
37270092,-0.82421875,-1.1015625,0
37358949,-0.75,-0.7421875,2
37403219,-0.80859375,0.34375,1
37409670,2.4375,-0.470703125,0
37411931,-0.1259765625,1.3984375,1
37611174,2.34375,-0.7734375,0
37653109,-1.015625,1.1171875,1
37697874,-0.84375,-0.4453125,2
37875624,1.140625,0.91015625,0
37882642,2.015625,1.71875,2
37896187,-0.1259765625,0.314453125,1
37951752,-1.46875,0.98046875,1
38367458,0.66015625,-0.92578125,0
38541643,-1.2265625,1.21875,1
38558732,-0.07861328125,-0.98828125,0
38760658,0.23828125,-0.1083984375,0
38857249,-0.80859375,-0.31640625,1
38966329,-1.125,-0.171875,1
39145012,-0.1640625,-0.427734375,0
39161068,-1.1796875,-0.0361328125,1
39180293,-0.60546875,0.2373046875,1
39480682,-1.25,-0.69921875,1
39506411,-0.671875,-0.1298828125,1
39507509,-0.9453125,-0.9609375,1
39539705,0.25390625,-1.546875,0
39691906,-0.423828125,-0.51953125,0
39773882,-1.28125,-0.275390625,1
39827089,-0.50390625,0.5234375,1
39962815,-0.046875,-1.2421875,0
39996578,-0.578125,-0.59765625,2
40014519,0.1171875,0.1171875,2
40025404,-0.89453125,-0.859375,2
40059390,-0.80859375,-0.80859375,2
40132483,-1.171875,-1.0234375,0
40152314,0.23828125,-0.1806640625,0
40172326,-0.7734375,-0.81640625,2
40175065,1.140625,-0.62109375,0
40222815,-0.71484375,-0.7578125,0
40277037,-0.80078125,-0.82421875,2
40307655,-0.60546875,-1.5546875,0
40469994,-0.7578125,-1.8984375,0
40556750,1.34375,-0.90234375,0
40594907,-0.9609375,0.703125,1
40617317,-1.046875,0.38671875,1
40686068,-1.1484375,-1.0078125,1
40687256,0.1171875,0.89453125,2
40718039,0.2158203125,-1.0546875,2
40823165,1.0390625,-1.4375,0
40931395,-0.8515625,-0.82421875,2
40959188,-0.6484375,-1.046875,2
41007496,-1.4296875,-0.72265625,1
41097827,-0.427734375,0.146484375,1
41123370,-0.953125,-0.5625,1
41126880,-0.80859375,-0.72265625,1
41176201,-0.78125,-0.7734375,1
41306206,-1.0625,-1.203125,0
41401699,0.314453125,0.33984375,2
41634841,-0.80859375,-1.1015625,0
41689846,-1.21875,-1.2109375,2
41729147,0.0234375,-1.6796875,0
41939754,-0.8671875,-0.8671875,2
42048887,0.6484375,0.224609375,0
42196315,-1.84375,0.1259765625,1
42363635,-1.0234375,-0.91015625,2
42421151,-0.0361328125,0.27734375,1
42422183,-0.11279296875,0.82421875,1
42439658,1.375,-0.7578125,0
42441079,-0.63671875,-0.5625,1
42507851,-0.427734375,-1.078125,0
42584195,0.6015625,1.1484375,2
42733901,-0.275390625,-1.3671875,0
42832538,-1.2421875,-0.54296875,2
43013256,-0.78125,-0.765625,2
43028545,-0.49609375,-0.96875,1
43053669,-0.8359375,-1.25,0
43199588,-1.4609375,-1.1328125,1
43245275,-0.6875,-1.3515625,0
43393319,-0.70703125,-1.3046875,0
43490392,-0.515625,-0.98046875,0
43613344,-0.2490234375,-0.2490234375,2
43641645,-0.63671875,-0.51171875,1
44113499,-0.453125,1.7265625,1
44132997,-1.390625,-1.28125,2
44216523,-0.53125,-0.4453125,1
44286334,-0.78125,-0.2578125,1
44341326,2.46875,-0.98828125,0
44429455,2.40625,-1.1796875,0
44439894,-0.578125,-0.3046875,1
44654591,-0.265625,1.6953125,1
44685153,1.203125,-0.92578125,0
44801794,-0.61328125,-0.376953125,1
45083686,-0.59765625,-0.326171875,2
45197798,-0.2314453125,-0.8515625,0
45203971,-1.0390625,-0.80859375,2
45239136,-1.2265625,-1.0859375,2
45295652,-1.3359375,0.375,1
45306623,-0.63671875,0.91015625,1
45349724,-1.625,-1.7421875,2
45445864,-0.7578125,-0.80859375,0
45527285,0.014892578125,0.11474609375,2
45649084,0.1064453125,-0.5546875,0
45679685,-0.81640625,-0.81640625,2
45742698,-1.7578125,0.119140625,1
45745424,-0.7734375,-0.765625,2
45768623,1.359375,1.109375,2
45813536,0.341796875,-0.82421875,0
45862971,-0.63671875,-0.04248046875,1
45871743,-0.875,-1.0546875,2
45963597,-0.79296875,-0.36328125,1
45978184,-1.6328125,-0.1083984375,1
46097953,-1.0625,0.255859375,1
46298937,-0.53125,-1.03125,0
46364451,-0.73046875,-0.79296875,2
46626014,0.91796875,1.21875,0
46687772,-0.70703125,-0.6875,2
46809189,-0.5703125,-1.5234375,0
46821932,0.189453125,0.86328125,1
46876466,-0.82421875,-0.8671875,2
46908692,-0.859375,-0.82421875,2
46944333,-1.171875,-0.1552734375,1
47180516,0.1357421875,-0.04052734375,1
47227021,-0.84375,-0.875,2
47599014,1.2109375,-0.91796875,0
47623951,-0.60546875,0.58203125,1
47651837,-0.337890625,-1.5078125,0
47717262,-1.375,-1.7421875,1
47734761,-0.2314453125,-0.6875,0
47768118,0.498046875,0.73046875,2
47769825,1.28125,2.59375,1
47964341,-0.91796875,1.265625,1
47979246,-1.2265625,0.76171875,1
48015690,-1.8671875,-0.63671875,1
48070351,-0.92578125,-0.6875,1
48081420,-0.96875,-0.8515625,2
48139544,-0.61328125,0.427734375,1
48142269,0.33203125,1.0703125,1
48165008,-1.078125,-1.0546875,2
48179205,0.251953125,0.07861328125,0
48242477,2.109375,-1.515625,0
48259531,0.80078125,-0.82421875,0
48264930,-1.3515625,-0.004241943359375,1
48265471,-1.609375,-1.609375,2
48300687,-0.98046875,-0.98828125,0
48430092,-0.9609375,-0.6796875,1
48469580,0.99609375,-1.1484375,0
48531611,-1.7421875,-1.265625,1
48576265,0.051025390625,-1.578125,0
48642438,0.85546875,0.91796875,1
48656223,0.72265625,-1.5078125,0
48670803,-0.30078125,-0.1640625,1
48675796,0.3828125,-0.07470703125,0
48707291,-1.125,1.6796875,1
48759239,-0.80859375,-0.80859375,2
48919853,-0.859375,-0.8671875,2
48942865,-0.62109375,0.63671875,1
49066516,0.375,-0.80859375,0
49148726,-0.474609375,-1.28125,0
49213656,1.5859375,-0.5625,0
49360504,-1.453125,-1.453125,2
49435804,-0.9609375,-0.04052734375,1
49465636,-1.6796875,-0.578125,1
49568525,-0.80859375,-0.31640625,1
49610973,-1.5390625,-1.390625,2
49623367,-1.3984375,-0.2451171875,1
49697314,-1.4296875,-1.0546875,1
49817121,-1.109375,0.72265625,1
49883581,-1.4296875,1.78125,1
49947138,-1.84375,0.0191650390625,1
49977065,-0.1806640625,-0.53515625,0
50045381,-1.1015625,0.60546875,1
50145026,0.0810546875,0.0703125,2
50149330,-0.055419921875,-0.53125,0
50196105,-0.8671875,-0.99609375,2
50272973,-0.8359375,-0.8359375,2
50508809,-0.72265625,-0.7734375,0
50589143,0.79296875,-0.044677734375,0
50594058,-1.390625,1.2109375,1
50608374,-0.59765625,-0.427734375,2
50656327,-1.28125,-0.875,1
50756439,-0.859375,-0.859375,2
50914747,-0.62890625,-0.6875,2
51122739,-0.11279296875,-0.63671875,0
51210806,-0.90234375,-0.2451171875,1
51421088,0.236328125,0.482421875,1
51460330,-1.1328125,-1.140625,2
51473653,-0.7421875,-0.72265625,2
51490527,-0.72265625,1.34375,1
51497349,-0.6796875,-0.671875,2
51526530,1.1015625,-0.435546875,0
51557426,-0.5546875,-0.482421875,2
51618708,-0.7578125,-0.7421875,2
51653907,0.0830078125,-0.6796875,0
51766718,-1.8828125,-1.1640625,1
51782523,-0.80859375,-0.80859375,2
51806745,-0.61328125,-0.62890625,2
51857553,-0.0277099609375,-1.1328125,0
51908978,-0.78125,-0.70703125,0
52088968,-1.1171875,-0.70703125,1
52094506,0.2373046875,-0.51171875,0
52353020,0.765625,-0.89453125,0
52356911,-0.72265625,-0.0191650390625,1
52388359,-1.2578125,1.078125,1
52459595,-1.046875,0.72265625,1
52489452,0.6640625,1.2109375,1
52660023,-0.6875,-0.6484375,1
52770361,0.75,0.06787109375,1
52797780,1.25,0.3984375,0
52893105,-0.3515625,-0.373046875,2
52915987,1.84375,-0.3046875,0
52934238,0.65234375,-1.734375,0
53017222,-0.5546875,-0.61328125,2
53058989,-0.337890625,-0.384765625,2
53082068,0.55078125,0.038330078125,0
53091456,-0.30078125,-0.1259765625,1
53134540,-1.5390625,-1.7109375,2
53184609,-0.30078125,-1.171875,0
53443545,-1.078125,0.50390625,1
53517536,-1.421875,-1.421875,2
53527420,-0.7421875,-0.73046875,2
53704229,0.2099609375,-1.7421875,0
53759321,-0.41015625,-0.60546875,2
54024689,0.5625,0.00848388671875,0
54080316,0.0277099609375,1.625,1
54081918,-0.341796875,-0.50390625,2
54086375,-0.2490234375,-0.3046875,2
54148055,-0.60546875,-0.60546875,2
54230341,-1.0859375,1.171875,1
54262195,-0.671875,0.8359375,1
54330510,-0.61328125,-0.62890625,2
54384068,-0.62109375,0.0361328125,1
54447870,-0.82421875,0.390625,1
54523115,0.859375,-0.69921875,0
54551429,-0.63671875,-0.2109375,1
54706172,0.62890625,-0.515625,0
54822700,0.1044921875,-1.4453125,0
54866362,-0.72265625,-0.7578125,0
54931325,-0.7578125,1.1953125,1
54955806,0.6484375,0.443359375,0
54973675,0.095703125,-0.5703125,0
55076734,-0.7578125,-0.89453125,0
55173888,-1.0390625,-0.80078125,1
55198760,-0.671875,-0.65625,2
55301863,-0.79296875,-0.84375,0
55331276,2.046875,-0.326171875,0
55414738,-0.78125,-0.73046875,2
55608506,-0.875,-0.875,2
55654310,-0.171875,-0.1337890625,0
55695969,-1.8984375,-0.49609375,1
55698583,-1.078125,0.41796875,1
55873199,-0.80078125,0.2470703125,1
55908596,-0.92578125,0.0810546875,1
56006011,-0.82421875,-0.81640625,2
56024811,-1.0625,0.3359375,1
56345886,-0.482421875,-0.52734375,0
56375195,-1.21875,2.40625,1
56391994,-0.78125,-0.7421875,2
56432908,-1.515625,-1.46875,2
56446540,-1.25,0.6640625,1
56470233,-0.439453125,-1.359375,0
56494128,0.375,-1.578125,0
56498932,-0.578125,-0.62890625,2
56570247,-1.484375,-0.49609375,1
56591099,-0.0361328125,-1.5625,0
56636147,0.5078125,-1.6953125,0
56649304,0.44921875,-0.10009765625,0
56714813,-0.146484375,-0.09130859375,1
56721443,0.765625,-1.0234375,0
56733980,-1.1328125,1.296875,1
56787434,-0.63671875,2.390625,1
56810430,-1.109375,0.5703125,1
56874306,-1.21875,1.8203125,1
56969406,0.1044921875,-1.0234375,0
56973692,2.03125,-0.70703125,0
56975393,-0.376953125,-1.265625,0
57056642,1.9453125,1.8125,1
57180984,-0.337890625,-0.337890625,2
57303972,-0.265625,-0.59765625,0
57310751,-0.71484375,-0.435546875,1
57442593,-1.0546875,-1.7421875,0
57464350,-1.2109375,0.6328125,1
57552684,-0.6484375,0.28515625,1
57581451,-1.1953125,-1.21875,2
57663615,0.47265625,-0.07470703125,2
58108903,0.1689453125,-1.1328125,0
58127902,-1.0546875,-0.92578125,1
58129946,-0.671875,-0.6875,2
58131904,-0.16796875,-0.59765625,1
58178065,-1.1015625,-0.70703125,1
58200921,-1.03125,-1.0390625,2
58207052,-0.50390625,-0.02978515625,1
58320015,0.298828125,-0.453125,0
58430697,-1.1328125,1.90625,1
58586803,-0.765625,-0.7578125,2
58628175,0.671875,-1.2265625,0
58730565,-1.1484375,0.4609375,1
58844122,0.4375,0.142578125,0
58855804,-0.82421875,0.49609375,1
58949044,-0.337890625,-0.031982421875,2
58971764,1.796875,-1.5859375,0
59022044,0.99609375,0.82421875,0
59036967,-0.84375,-0.8359375,2
59076194,-0.63671875,-0.6796875,2
59131163,-1.828125,-1.796875,2
59247765,-0.2578125,-0.5625,0
59346615,-0.82421875,-0.9453125,0
59377658,-0.92578125,-0.90234375,1
59404377,0.2060546875,-0.478515625,0
59404456,-0.65625,-1.203125,0
59408135,0.3359375,-0.40625,0
59727862,-0.96875,-1.1484375,1
59806204,-0.41015625,1.359375,1
59808824,-0.7578125,-0.6875,2
59824387,-1.25,1.078125,1
59939964,-0.80078125,-0.953125,2
60121960,-1.0234375,-0.359375,1
60193558,0.39453125,-0.80859375,0
60214197,-0.96875,-0.63671875,1
60314975,-0.88671875,-0.99609375,2
60373227,-1.8671875,2.4375,1
60545540,-0.875,-0.88671875,2
60548314,-0.9375,-1.2109375,0
60772243,-1.203125,2.484375,1
60898580,-0.5,0.138671875,1
60904186,1.421875,1.1171875,0
61093234,-0.8359375,-0.84375,2
61120436,0.1767578125,1.15625,1
61143223,0.302734375,0.62109375,2
61160669,-0.6875,-0.82421875,0
61276176,-0.072265625,-0.91015625,0
61303490,0.37109375,-0.12109375,0
61314766,-0.474609375,0.2314453125,1
61327490,1.3359375,0.470703125,0
61343237,-0.875,-1.25,0
61412684,-0.80859375,-0.7578125,2
61501780,1.5390625,1.046875,2
61558028,-0.486328125,-0.5,2
61564781,-1.3203125,-1.0625,1
61609805,-0.96875,-0.99609375,2
61612801,1.8203125,-0.60546875,0
61619064,-0.80859375,-0.80859375,2
61777900,-0.765625,-0.78125,1
61864121,0.031982421875,-0.388671875,0
61925294,1.3671875,0.21875,0
61965696,-0.62890625,-0.62890625,2
61999541,2.140625,0.349609375,0
62043814,-0.84375,-0.80859375,1
62069597,0.41796875,-1.671875,0
62077669,-1.125,0.69921875,1
62126909,1.515625,0.67578125,0
62142106,-0.4140625,-0.578125,2
62220900,-1.21875,-1.1484375,2
62424602,-0.1982421875,-0.12109375,2
62433712,2.21875,2.171875,2
62563269,-0.427734375,-0.7734375,0
62650316,1.1328125,-0.6640625,0
62750940,-1.171875,-1.15625,1
62764458,-2.03125,-1.2265625,1
63138580,-0.8671875,0.59765625,1
63461737,2.90625,0.33984375,0
63619026,-0.384765625,-0.326171875,2
63662467,-0.671875,-0.7734375,2
63699891,-1.234375,2.359375,1
63815707,-0.84375,-0.21484375,1
63866747,-0.185546875,1.15625,1
64112033,-0.62890625,-0.82421875,1
64150085,-0.1083984375,0.478515625,1
64211461,-0.439453125,-0.2490234375,1
64247839,-0.953125,-1.0234375,0
64278103,-0.81640625,-0.8359375,2
64571863,-0.7578125,-0.75,2
64659709,2.546875,-1.6015625,0
64711480,-1.125,-1.640625,0
64715260,-0.5390625,-0.953125,0
64757753,-1.15625,0.400390625,1
64887855,-0.78125,-0.79296875,2
64942083,-0.90234375,0.55078125,1
64987913,2.234375,-1.4140625,0
65111410,-1.2421875,0.2099609375,1
65347038,-1.0703125,-0.765625,2
65504068,-0.578125,-0.4921875,2
65525364,-1.1015625,2.515625,1
65544126,-0.54296875,-0.4140625,1
65555822,-0.06396484375,-0.031982421875,2
65632389,-1.3046875,-0.0191650390625,1
65700319,-0.80078125,-0.80859375,2
65745439,-0.7421875,-0.91796875,0
65766556,-0.5859375,-0.52734375,2
65868091,-0.5625,-0.5859375,2
65900695,-1.3984375,-0.7734375,1
66155606,-0.8515625,-0.84375,2
66167562,-0.79296875,-0.75,1
66246031,-0.6875,-0.82421875,0
66250487,-0.62109375,-0.61328125,2
66258110,-1.6953125,-0.376953125,1
66310559,-0.1083984375,-0.1640625,2
66440298,-0.6484375,-0.6875,2
66507627,-0.671875,0.006378173828125,1
66592960,-0.49609375,-0.4921875,0
66663160,-0.80078125,-0.79296875,1
66699553,-1.21875,-0.8515625,1
66712101,0.455078125,0.044677734375,0
66717329,0.92578125,1.1953125,2
66786209,0.421875,-1.3125,0
66848153,-0.82421875,-0.8515625,0
66965326,-0.9453125,-1.015625,2
67152163,-0.5,-0.337890625,2
67327709,-1.1328125,0.9609375,1
67339404,0.490234375,-0.99609375,0
67405472,-0.5859375,-0.376953125,2
67525190,-0.9453125,0.8359375,1
67606846,-0.51171875,-0.1591796875,2
67744229,0.11083984375,-0.2021484375,0
67828746,-0.72265625,-0.63671875,2
67960801,-1.796875,-0.69921875,1
68043473,-0.92578125,-1.8125,0
68211145,-1.1484375,-0.380859375,1
68277554,-0.5078125,0.1591796875,1
68299707,-0.765625,-0.7734375,2
68593198,0.59765625,0.70703125,0
68833317,-0.7734375,-0.7421875,2
68866655,-0.014892578125,-0.84375,0
68890531,-0.61328125,-0.69921875,0
68920028,-1.234375,0.033935546875,1
68940324,-1.3046875,-1.328125,2
69094828,-0.7734375,-0.78125,2
69276800,0.66796875,1.625,1
69498024,-1.7421875,-0.240234375,1
69535182,-0.91015625,1.28125,1
69554887,2.15625,-1.796875,0
69721128,-1.0390625,-0.9609375,2
69739263,-0.89453125,-0.49609375,1
69753463,-0.73046875,-0.72265625,0
69767403,-0.859375,-0.82421875,2
69976808,-0.193359375,-1.2421875,0
70186050,0.0595703125,-1.4375,0
70264803,-0.84375,-0.8359375,2
70585397,-1.15625,-1.1484375,2
70793137,1.21875,-0.82421875,0
70893707,-0.875,-0.859375,0
70903723,1.3046875,0.166015625,0
70912581,-0.6875,-0.71484375,2
70977611,-0.30078125,-0.294921875,2
71023956,-0.333984375,-0.337890625,0
71047602,0.55859375,0.55078125,2
71132119,-0.7734375,1.3203125,1
71190948,-0.380859375,-0.384765625,2
71683683,-0.60546875,-0.5625,2
71699302,-0.859375,-0.90234375,2
71770169,-1.4609375,-0.337890625,1
71802515,0.703125,-0.384765625,0
71884763,-0.578125,0.41015625,1
71955180,-0.36328125,-0.5859375,0
71956333,-0.265625,-1.296875,0
72035655,-1.296875,0.58984375,1
72049246,-0.7578125,-1.5234375,0
72135386,0.32421875,0.32421875,2
72140361,-0.671875,-0.7578125,0
72237387,-1.109375,1.3671875,1
72289075,0.0277099609375,-0.91015625,0
72350385,-1.5390625,-1.640625,0
72511783,1.7734375,-1.4921875,0
72537032,-0.72265625,-0.7421875,2
72551638,0.146484375,0.07861328125,1
73144799,-1.4453125,1.46875,1
73160093,-1.65625,-0.5546875,1
73160920,-0.99609375,0.1513671875,1
73227792,-1.140625,-0.59765625,1
73249283,-1.796875,-1.8125,0
73288796,-0.240234375,0.048828125,1
73298758,-0.6796875,0.2216796875,1
73323467,-0.3984375,-0.9453125,0
73480272,-0.80859375,-0.92578125,1
73537277,-0.5625,0.259765625,1
73544272,-0.70703125,-0.70703125,2
73576434,-1.3984375,-1.4375,0
73625918,1.296875,-1.3203125,0
73650850,0.5390625,0.2294921875,0
73704096,-0.0106201171875,-0.07861328125,2
73710468,-0.79296875,-0.7734375,2
73736742,0.66015625,0.044677734375,0
73771022,-0.376953125,-1.4921875,0
73821264,-1.1015625,0.06787109375,1
73902561,-0.80078125,-0.84375,0
73905810,-0.5390625,-0.333984375,0
73936271,-0.84375,-0.8671875,2
73980122,-1.34375,-1.3671875,2
74109885,-1.375,-0.671875,1
74125158,0.53515625,-0.326171875,0
74185665,0.2421875,-0.283203125,0
74260397,-0.71484375,-0.6875,1
74274070,-0.474609375,-0.9453125,0
74321866,-1.59375,-1.625,2
74458627,-0.72265625,-1.1796875,0
74492564,-0.859375,-0.84375,2
74521474,-1.3203125,-1.2578125,1
74591564,-0.8359375,-0.5546875,1
74630805,-0.5390625,-0.419921875,1
74732152,-0.82421875,0.310546875,1
74771281,-1.6171875,0.46875,1
75162689,-0.40625,-0.875,2
75185897,0.4609375,2.234375,1
75221603,-0.875,-0.875,2
75268821,2.28125,0.3671875,0
75465848,0.41015625,-0.04052734375,0
75510608,-0.275390625,-0.5546875,0
75636523,-0.78125,-0.7734375,2
75652056,0.267578125,-1.078125,0
75654377,0.423828125,-0.2275390625,0
75756798,-0.80859375,1.515625,1
76020303,-1.4453125,-1.21875,1
76023415,-1.34375,-0.1083984375,1
76043195,-0.341796875,-0.1083984375,1
76071886,-0.69921875,-1.1796875,0
76089710,-0.62109375,-0.62890625,2
76092429,0.7109375,-0.71484375,0
76128166,-0.291015625,-1.0625,2
76154249,0.11279296875,-1.4609375,0
76189828,-0.45703125,-1.0703125,0
76316376,-0.7421875,-0.6875,2
76546068,-0.92578125,-1.1484375,0
76583649,-1.21875,-1.2265625,2
76703164,0.09375,-1.421875,0
76818137,-0.96875,0.71484375,1
76929915,-1.125,-0.341796875,1
76937152,-0.435546875,-0.8515625,2
76953214,2.34375,1.1640625,0
77034664,2.171875,1.984375,2
77072101,-0.84375,-0.80859375,2
77100058,-0.7421875,-0.79296875,1
77139482,-0.59765625,-0.2314453125,1
77164741,-0.142578125,-0.142578125,1
77181015,-0.380859375,-0.279296875,2
77293566,0.2255859375,0.142578125,2
77367943,2.359375,-1.1328125,0
77445904,1.328125,-1.421875,0
77620894,-0.7578125,-0.80859375,0
77659288,-0.88671875,1.2421875,1
77745064,-1.4921875,-0.171875,1
77764403,-0.61328125,-0.72265625,0
77799737,0.92578125,0.291015625,0
77822904,-0.671875,-0.78125,1
77861425,-0.80078125,-0.84375,2
77862025,-1.484375,-0.61328125,1
78048540,-0.79296875,-0.81640625,0
78153464,-0.84375,-0.486328125,1
78238349,-0.5859375,-0.5703125,2
78276181,-0.73046875,0.2490234375,1
78323278,-1.328125,-0.82421875,1
78350806,-0.70703125,-1.1640625,0
78380340,-0.44921875,0.33203125,1
78429920,-0.91796875,-0.50390625,1
78445775,1.0625,-1.8125,0
78719920,-2.0625,-0.26171875,1
78724708,-1.640625,1.671875,1
78726841,-0.859375,-0.82421875,2
78763720,-0.44921875,-1.0625,0
78804889,-0.59765625,-0.6484375,2
78956673,1.265625,1.4609375,0
79087561,1.0625,-0.3125,0
79179109,-0.8671875,-0.953125,0
79293841,-0.006378173828125,-0.96875,0
79299896,0.4375,1.6875,0
79405520,-1.46875,0.2431640625,1
79490409,0.171875,0.91796875,1
79519224,-0.5625,-0.72265625,2
79523242,-0.435546875,-0.49609375,2
79629494,-0.80078125,-0.80859375,2
79780700,1.234375,0.072265625,0
79789750,-0.12109375,2.15625,1
79818028,1.8671875,0.8671875,0
79833841,2.359375,-0.671875,0
79890507,-0.8671875,1.0078125,1
80014216,-0.09765625,0.072265625,1
80082858,-0.70703125,0.80078125,1
80141038,-1.5546875,-1.53125,0
80186619,2.109375,2.078125,2
80205282,-0.49609375,0.70703125,1
80279897,-0.69921875,-1.4453125,0
80525318,-0.82421875,-0.82421875,2
80552572,-0.7734375,-1.1796875,2
80592148,-1.125,-1.203125,2
80657707,-1.21875,-1.1953125,2
80678508,-0.40625,0.185546875,1
80685096,-0.80078125,-0.80078125,2
80704803,0.69921875,0.0830078125,2
80787512,-0.98046875,1.453125,1
80968808,-0.359375,-1.1171875,0
81185517,-0.80859375,-0.8671875,2
81192693,-0.0191650390625,-0.1640625,2
81235835,-0.06787109375,-0.388671875,2
81238423,-0.671875,-0.6796875,0
81249307,-1.4921875,-0.046875,1
81304812,-0.82421875,-0.80859375,2
81314120,1.265625,-1.0234375,0
81562417,-0.0277099609375,0.1298828125,1
81653300,-1.984375,0.5625,1
81655735,0.033935546875,-0.6796875,0
